ID,Numar post de transformare,Nume,Descrierea BDI,Proprietar,Detaliere Proprietar,Locatia 1,Sucursala,Locatia CE,Numar,PA/PT,Descriere loc functional Retele JT,Descriere obiect tehnic LES JT,Descriere obiect tehnic LEA JT,Tipul constructiv al PT*,Descriere loc functional,Grup planificatori pentru serviciu clienti si intr unit log,Post de lucru,Post de lucru principal pentru sarcini intret,Sectie unitate logistica,Unitate logistica de planificare a întretinerii,Unitate logistica de întretinere,Unitati logistice asociate cu post lucru principal
6257,93,COSTOMIRU,PTA 0093 COSTOMIRU,DEER,,LEA 20 KV FLORESTI BZ,Buzau,LEA 20 KV RACOVITENI CE MT JT RM.SARAT,69,PT,RET JT PTA 0093 COSTOMIRU,,LEA JT PTA 0093 COSTOMIRU,PTA - Aerian,PTA 0093 COSTOMIRU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
8111,93,PIETROSU,PTA 0093 PIETROSU,DEER,,LEA 20 KV GHERASENI,Buzau,LEA 20 KV GHERASENI CE MT JT BUZAU+BUZAU SUD,999,PT,RET JT PTA 0093 PIETROSU,,LEA JT PTA 0093 PIETROSU,PTA - Aerian,PTA 0093 PIETROSU,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10401,93,CRESA,PTZ 0093 CRESA,DEER,,LES 20 KV UNIRII,Buzau,LES 20 KV UNIRII CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTZ 0093 CRESA,LES JT PTZ 0093 CRESA,,PTZ - Zidit,PTZ 0093 CRESA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
16944,93,PACII,PTAB 0093 PACII,DEER,,LES 20 KV SPITAL,Buzau,LES 20 KV SPITAL CE MT JT BUZAU+BUZAU SUD,5,PT,RET JT PTAB 0093 PACII,,LEA JT PTAB 0090 CART SARBI RM SARAT,PTAB - Anvelopa de Beton,PTAB 0093 PACII,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
8112,94,LIPIA_2,PTA 0094 LIPIA_2,DEER,,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTA 0094 LIPIA_2,,LEA JT PTA 0094 LIPIA II,PTA - Aerian,PTA 0094 LIPIA_2,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6267,94,APA VOIETIN PODGORIA_2,PTA 0094 APA VOIETIN PODGORIA_2,DEER,,LEA 20 KV PUTURI BZ,Buzau,LEA 20 KV PUTURI BZ CE MT JT RM.SARAT,2,PT,RET JT PTA 0094 APA VOIETIN PODGORIA_,,LEA JT PTA 0094 APA VOIETIN PODGORIA,PTA - Aerian,PTA 0094 APA VOIETIN PODGORIA_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6274,94,NICULESTI,PTA 0094 NICULESTI,DEER,,LEA 20 KV SARULESTI,Buzau,LEA 20 KV SARULESTI CE MT JT BUZAU NORD,6,PT,RET JT PTA 0094 NICULESTI,LES JT PTA 0094 NICULESTI,LEA JT PTA 0094 NICULESTI,PTA - Aerian,PTA 0094 NICULESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10402,94,CT CUZA VODA BUZAU,PTZ 0094 CT CUZA VODA BUZAU,DEER,,LES 20 KV SUBSTATIA OBOR,Buzau,LES 20 KV SUBSTATIA OBOR CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTZ 0094 CT CUZA VODA BUZAU,LES JT PTZ 0094 CT CUZA VODA BUZAU,,PTZ - Zidit,PTZ 0094 CT CUZA VODA BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
16862,94,CARTIER SARBI,PTAB 0094 CARTIER SARBI,DEER,,LES 20 KV IOA,Buzau,LES 20 KV IOA CE MT JT BUZAU+BUZAU SUD,7,PT,RET JT PTAB 0094 CARTIER SARBI,,LEA JT PTAB 0093 PACII,PTAB - Anvelopa de Beton,PTAB 0094 CARTIER SARBI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6296,95,SPITAL SAPOCA,PTA 0095 SPITAL SAPOCA,DEER,,LEA 20 KV IRIGATII 2 BZ,Buzau,LEA 20 KV IRIGATII 2 BZ CE MT JT BUZAU NORD,14,PT,RET JT PTA 0095 SPITAL SAPOCA,LES JT PTA 0095 SPITAL SAPOCA,,PTA - Aerian,PTA 0095 SPITAL SAPOCA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10403,95,CASAT=SIA BUZAU,PTZ 0095 CASAT=SIA BUZAU,DEER,CASAT=SIA BUZAU,LEA 20 KV SILOZ = DEFECTA,Buzau,LES 6 KV SANTIER CE MT JT BUZAU+BUZAU SUD,25,PT,RET JT PTZ 0095 CASAT=SIA BUZAU,LES JT PTZ 0095 CASAT=SIA BUZAU,,PTZ - Zidit,PTZ 0095 CASAT=SIA BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6292,95,PODGORIA,PTA 0095 PODGORIA,DEER,,LEA 20 KV TIMBOIESTI,Buzau,LEA 20 KV TIMBOIESTI CE MT JT RM.SARAT,18,PT,RET JT PTA 0095 PODGORIA,LES JT PTA 0095 PODGORIA,LEA JT PTA 0095 PODGORIA,PTA - Aerian,PTA 0095 PODGORIA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6284,95,BUDA 1,PTA 0095 BUDA 1,DEER,,LEA 20 KV PLAVIA,Buzau,LEA 20 KV PLAVIA CE MT JT BUZAU+BUZAU SUD,4,PT,RET JT PTA 0095 BUDA 1,LES JT PTA 0095 BUDA 1,LEA JT PTA 0095 BUDA 1,PTA - Aerian,PTA 0095 BUDA 1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10404,95,STATISTICA BUZAU,PTZ 0095 STATISTICA BUZAU,DEER,STATISTICA BUZAU,LES 20 KV SUBSTATIA OBOR,Buzau,LES 20 KV SUBSTATIA OBOR CE MT JT BUZAU+BUZAU SUD,5,PT,RET JT PTZ 0095 STATISTICA BUZAU,LES JT PTZ 0095 STATISTICA BUZAU,LEA JT PTZ 0095 STATISTICA BUZAU,PTZ - Zidit,PTZ 0095 STATISTICA BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17188,95,PC 0095 RETAIL PARC,PA PC 0095 RETAIL PARC,DEER,,LES 20 KV POMPIERI,Buzau,LES 20 KV POMPIERI CE MT JT RM.SARAT,7,PA,RET JT PA PC 0095 RETAIL PARC,,,,PA PC 0095 RETAIL PARC,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10405,96,BLOC B,PTZ 0096 BLOC B,DEER,,LES 20 KV BROSTENI,Buzau,LES 20 KV BROSTENI CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTZ 0096 BLOC B,LES JT PTZ 0096 BLOC B,,PTZ - Zidit,PTZ 0096 BLOC B,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6309,96,IGO BAZIN PODGORIA,PTA 0096 IGO BAZIN PODGORIA,DEER,,LEA 20 KV RACOVITENI,Buzau,LEA 20 KV RACOVITENI CE MT JT RM.SARAT,3,PT,RET JT PTA 0096 IGO BAZIN PODGORIA,,LEA JT PTA 0096 IGO BAZIN PODGORIA,PTA - Aerian,PTA 0096 IGO BAZIN PODGORIA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
8113,96,SUDITI_1,PTA 0096 SUDITI_1,DEER,SUDITI_1,LEA 20 KV SMEENI,Buzau,LEA 20 KV SMEENI CE MT JT BUZAU+BUZAU SUD,15,PT,RET JT PTA 0096 SUDITI_1,,LEA JT PTA 0096 SUDITI_1,PTA - Aerian,PTA 0096 SUDITI_1,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6302,96,BUDA 2,PTA 0096 BUDA 2,DEER,,LEA 20 KV PLAVIA,Buzau,LEA 20 KV PLAVIA CE MT JT BUZAU+BUZAU SUD,2,PT,RET JT PTA 0096 BUDA 2,LES JT PTA 0096 BUDA 3,LEA JT PTA 0096 BUDA 3,PTA - Aerian,PTA 0096 BUDA 2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18013,96,BARIERA-FOCSANI_2,PTAB 0096 BARIERA-FOCSANI_2,DEER,RM-SARAT=FOCSANI_1,LEA 20 KV TIMBOIESTI,Buzau,LEA 20 KV TIMBOIESTI CE MT JT RM.SARAT,3,PT,RET JT PTAB 0096 BARIERA-FOCSANI_2,,,PTAB - Anvelopa de Beton,PTAB 0096 BARIERA-FOCSANI_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10406,96,PROGRESUL BUZAU,PTZ 0096 PROGRESUL BUZAU,DEER,,LES 6 KV FLACARA1,Buzau,LES 6 KV FLACARA1 CE MT JT BUZAU+BUZAU SUD,4,PT,RET JT PTZ 0096 PROGRESUL BUZAU,,LEA JT PTZ 0096 PROGRESUL BUZAU,PTZ - Zidit,PTZ 0096 PROGRESUL BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17537,97,INCUBATIE,PTAB 0097 INCUBATIE,DEER,INCUBATIE,LES 20 KV BERE 2,Buzau,LES 20 KV BERE 2 CE MT JT BUZAU+BUZAU SUD,24,PT,RET JT PTAB 0097 INCUBATIE,,,PTAB - Anvelopa de Beton,PTAB 0097 INCUBATIE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18014,97,BARIERA-FOCSANI_1,PTAB 0097 BARIERA-FOCSANI_1,DEER,RM-SARAT=BARIERA-FOCSANI,LEA 20 KV TIMBOIESTI,Buzau,LEA 20 KV TIMBOIESTI CE MT JT RM.SARAT,2,PT,RET JT PTAB 0097 BARIERA-FOCSANI_1,,,PTAB - Anvelopa de Beton,PTAB 0097 BARIERA-FOCSANI_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6318,97,APA VOIETIN PODGORIA_1,PTZ 0097 APA VOIETIN PODGORIA_1,DEER,,LEA 20 KV PUTURI BZ,Buzau,LEA 20 KV PUTURI BZ CE MT JT RM.SARAT,1,PT,RET JT PTZ 0097 APA VOIETIN PODGORIA_,LES JT PTZ 0097 APA VOIETIN PODGORIA,,PTZ - Zidit,PTZ 0097 APA VOIETIN PODGORIA_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
8115,97,STALPU,PTA 0097 STALPU,DEER,PTA 0097 STALPU,LEA 20 KV ULMENI,Buzau,LEA 20 KV ULMENI CE MT JT BUZAU+BUZAU SUD,97,PT,RET JT PTA 0097 STALPU,,LEA JT PTA 0097 STALPU,PTA - Aerian,PTA 0097 STALPU,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6326,97,MATESTI_2,PTA 0097 MATESTI_2,DEER,,LEA 20 KV IRIGATII 2 BZ,Buzau,LEA 20 KV IRIGATII 2 BZ CE MT JT BUZAU NORD,4,PT,RET JT PTA 0097 MATESTI_2,LES JT PTA 0097 MATESTI 2,LEA JT PTA 0097 MATESTI 2,PTA - Aerian,PTA 0097 MATESTI_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6322,97,VALEA ZIDULUI,PTA 0097 VALEA ZIDULUI,DEER,,LEA 20 KV PLAVIA,Buzau,LEA 20 KV PLAVIA CE MT JT BUZAU+BUZAU SUD,3,PT,RET JT PTA 0097 VALEA ZIDULUI,LES JT PTA 0097 CRACIUNESTI,LEA JT PTA 0097 CRACIUNESTI,PTA - Aerian,PTA 0097 VALEA ZIDULUI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10407,97,BL 11A  MICRO 14,PTZ 0097 BL 11A  MICRO 14,DEER,,LES 6 KV PA 69,Buzau,LES 6 KV PA 69 CE MT JT BUZAU+BUZAU SUD,11,PT,RET JT PTZ 0097 BL 11A  MICRO 14,LES JT PTZ 0097 BL 11A  MICRO 14,,PTZ - Zidit,PTZ 0097 BL 11A  MICRO 14,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6332,98,BAJANI,PTA 0098 BAJANI,DEER,,LEA 20 KV SCURTESTI,Buzau,LEA 20 KV SCURTESTI CE MT JT BUZAU NORD,14,PT,RET JT PTA 0098 BAJANI,LES JT PTA 0098 BAJANI,LEA JT PTA 0098 BAJANI,PTA - Aerian,PTA 0098 BAJANI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10408,98,BAZIN OLIMPIC,PTZ 0098 BAZIN OLIMPIC,DEER,,LES 20 KV APA EST,Buzau,LES 20 KV APA EST CE MT JT BUZAU+BUZAU SUD,3,PT,RET JT PTZ 0098 BAZIN OLIMPIC,LES JT PTZ 0098 BAZIN OLIMPIC,,PTZ - Zidit,PTZ 0098 BAZIN OLIMPIC,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6340,98,LIVADA MARE,PTA 0098 LIVADA MARE,DEER,,LEA 20 KV RACOVITENI,Buzau,LEA 20 KV RACOVITENI CE MT JT RM.SARAT,54,PT,RET JT PTA 0098 LIVADA MARE,,LEA JT PTA 0098 LIVADA MARE,PTA - Aerian,PTA 0098 LIVADA MARE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18341,98,MERIDIAN,PTA 0098 MERIDIAN,DEER,ALIMENTEAZA SC MERIDIAN SRL,LEA 20 KV TIMBOIESTI,Buzau,LEA 20 KV TIMBOIESTI CE MT JT RM.SARAT,5,PT,RET JT PTA 0098 MERIDIAN,,,PTA - Aerian,PTA 0098 MERIDIAN,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
8116,98,COSTESTI,PTA 0098 COSTESTI,DEER,,LEA 20 KV GHERASENI,Buzau,LEA 20 KV GHERASENI CE MT JT BUZAU+BUZAU SUD,999,PT,RET JT PTA 0098 COSTESTI,,LEA JT PTA 0098 COSTESTI,PTA - Aerian,PTA 0098 COSTESTI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6336,98,SCHIT BUDA,PTA 0098 SCHIT BUDA,DEER,,LEA 20 KV PLAVIA,Buzau,LEA 20 KV PLAVIA CE MT JT BUZAU+BUZAU SUD,1,PT,RET JT PTA 0098 SCHIT BUDA,LES JT PTA 0098 BUDA 4,LEA JT PTA 0098 BUDA 4,PTA - Aerian,PTA 0098 SCHIT BUDA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10409,98,CRESA MICRO 14 BUZAU,PTZ 0098 CRESA MICRO 14 BUZAU,DEER,,LES 6 KV PA 80,Buzau,LES 6 KV PA 80 CE MT JT BUZAU+BUZAU SUD,5,PT,RET JT PTZ 0098 CRESA MICRO 14 BUZAU,LES JT PTZ 0098 CRESA MICRO 14 BUZAU,,PTZ - Zidit,PTZ 0098 CRESA MICRO 14 BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10411,99,BLOC A9 BUZAU,PTZ 0099 BLOC A9 BUZAU,DEER,,LES 20 KV DOROBANTI 2,Buzau,LES 20 KV DOROBANTI 2 CE MT JT BUZAU+BUZAU SUD,14,PT,RET JT PTZ 0099 BLOC A9 BUZAU,LES JT PTZ 0099 BLOC A9 BUZAU,,PTZ - Zidit,PTZ 0099 BLOC A9 BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6356,99,NICOLESTI_2,PTA 0099 NICOLESTI_2,DEER,,LEA 20 KV CIORASTI,Buzau,LEA 20 KV CIORASTI  CE MT JT RM.SARAT,30,PT,RET JT PTA 0099 NICOLESTI_2,,LEA JT PTA 0099 NICOLESTI,PTA - Aerian,PTA 0099 NICOLESTI_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
8117,99,GHERASENI_2,PTA 0099 GHERASENI_2,DEER,GHERASENI_2,LEA 20 KV SMEENI,Buzau,LEA 20 KV SMEENI CE MT JT BUZAU+BUZAU SUD,11,PT,RET JT PTA 0099 GHERASENI_2,,LEA JT PTA 0099 GHERASENI,PTA - Aerian,PTA 0099 GHERASENI_2,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6357,99,OREZARIE SCURTESTI,PTA 0099 OREZARIE SCURTESTI,DEER,,LEA 20 KV SCURTESTI,Buzau,LEA 20 KV SCURTESTI CE MT JT BUZAU NORD,22,PT,RET JT PTA 0099 OREZARIE SCURTESTI,LES JT PTA 0099 OREZARIE SCURTESTI,LEA JT PTA 0099 OREZARIE SCURTESTI,PTA - Aerian,PTA 0099 OREZARIE SCURTESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
6355,99,M CARAMANESC,PTA 0099 M CARAMANESC,DEER,,LEA 20 KV BOZIORU,Buzau,LEA 20 KV BOZIORU CE MT JT BUZAU NORD,45,PT,RET JT PTA 0099 M CARAMANESC,LES JT PTA 0099 M CARAMANESC,LEA JT PTA 0099 M CARAMANESC,PTA - Aerian,PTA 0099 M CARAMANESC,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18275,99,PC 99 LIDL RM-SARAT,PA PC 99 LIDL RM-SARAT,DEER,LIDL RM-SARAT,LES 6 KV PIATA,Buzau,LES 6 KV PIATA CE MT JT BUZAU+BUZAU SUD,4,PA,RET JT PA PC 99 LIDL RM-SARAT,,,,PA PC 99 LIDL RM-SARAT,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RM.SARAT URBAN,FORMATIA EXPLOATARE RM.SARAT URBAN,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10410,99,BLOC 27 MICRO 14 BUZAU,PTZ 0099 BLOC 27 MICRO 14 BUZAU,DEER,,LES 6 KV PA 80,Buzau,LES 6 KV PA 80 CE MT JT BUZAU+BUZAU SUD,4,PT,RET JT PTZ 0099 BLOC 27 MICRO 14 BUZA,LES JT PTZ 0099 BLOC 27 MICRO 14 BUZ,LEA JT PTZ 0099 BLOC 27 MICRO 14 BUZ,PTZ - Zidit,PTZ 0099 BLOC 27 MICRO 14 BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10203,100,CT BUZAU,PTZ 0100 CT BUZAU,DEER,,LES 20 KV DOROBANTI 2,Buzau,LES 20 KV DOROBANTI 2 CE MT JT BUZAU+BUZAU SUD,12,PT,RET JT PTZ 0100 CT BUZAU,LES JT PTZ 0100 CT BUZAU,,PTZ - Zidit,PTZ 0100 CT BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
499,100,VALEA PUTULUI_2,PTA 0100 VALEA PUTULUI_2,DEER,,LEA 20 KV IRIGATII 2 BZ,Buzau,LEA 20 KV IRIGATII 2 BZ CE MT JT BUZAU NORD,17,PT,RET JT PTA 0100 VALEA PUTULUI_2,LES JT PTA 0100 VALEA PUTULUI,LEA JT PTA 0100 VALEA PUTULUI,PTA - Aerian,PTA 0100 VALEA PUTULUI_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
497,100,TIGOIU,PTA 0100 TIGOIU,DEER,,LEA 20 KV TIMBOIESTI,Buzau,LEA 20 KV TIMBOIESTI CE MT JT RM.SARAT,22,PT,RET JT PTA 0100 TIGOIU,,LEA JT PTA 0100 TIGOIU,PTA - Aerian,PTA 0100 TIGOIU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7648,100,FANTANELE,PTA 0100 FANTANELE,DEER,,LEA 20 KV NAENI,Buzau,LEA 20 KV NAENI CE MT JT BUZAU+BUZAU SUD,31,PT,RET JT PTA 0100 FANTANELE,,LEA JT PTA 0100 FANTANELE,PTA - Aerian,PTA 0100 FANTANELE,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10204,100,DACIA BUZAU,PTZ 0100 DACIA BUZAU,DEER,,LES 6 KV PA 32 CHIRISTIGII,Buzau,LES 6 KV PA 32 CHIRISTIGII CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTZ 0100 DACIA BUZAU,LES JT PTZ 0100 DACIA BUZAU,,PTZ - Zidit,PTZ 0100 DACIA BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
10206,101,BLOC B1 BUZAU,PTZ 0101 BLOC B1 BUZAU,DEER,,LES 20 KV DOROBANTI 2,Buzau,LES 20 KV DOROBANTI 2 CE MT JT BUZAU+BUZAU SUD,11,PT,RET JT PTZ 0101 BLOC B1 BUZAU,LES JT PTZ 0101 BLOC B1 BUZAU,LEA JT PTZ 0101 BLOC B1 BUZAU,PTZ - Zidit,PTZ 0101 BLOC B1 BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE MUNICIPAL BZ,FORMATIA EXPLOATARE MUNICIPAL BZ,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7650,101,LUCIENI,PTA 0101 LUCIENI,DEER,PTA 0101 LUCIENI,LEA 20 KV ALBESTI BZ,Buzau,LEA 20 KV ALBESTI BZ CE MT JT BUZAU+BUZAU SUD,2,PT,RET JT PTA 0101 LUCIENI,LES JT PTA 0101 LUCIENI,LEA JT PTA 0101 LUCIENI,PTA - Aerian,PTA 0101 LUCIENI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
